,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
38,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05460921843687375,0.07835671342685371,0.03036072144288577,0.5559633027522936,7.0952861399845135,0.026081722563363198,2.0756016164560527
129,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03832665330661322,0.053356713426853705,0.02995991983967936,0.7816993464052289,14.650440332627577,0.02791493558258802,4.336419845679385
130,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.053356713426853705,0.03832665330661322,0.02995991983967936,0.5615023474178404,14.650440332627577,0.02791493558258802,2.1931094523093297
755,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.046743486973947895,0.10465931863727455,0.02930861723446894,0.6270096463022509,5.990958611868323,0.024416475737045234,2.400439240550066
0,frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05430861723446894,0.07835671342685371,0.02785571142284569,0.5129151291512914,6.545898962825944,0.02360026666559572,1.8921615959191107
224,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.041082164328657314,0.05811623246492986,0.027655310621242483,0.673170731707317,11.583179142136247,0.025267770008955786,2.8818831693237215
826,frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04899799599198397,0.10465931863727455,0.027354709418837674,0.558282208588957,5.3342809398925715,0.02222661254372472,2.026951820307281
452,frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.04574148296593186,0.03797595190380761,0.027354709418837674,0.5980284775465499,15.747557271542396,0.02561763306171461,2.393264185045841
453,frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.03797595190380761,0.04574148296593186,0.027354709418837674,0.7203166226912929,15.747557271542396,0.02561763306171461,3.4119243203387914
881,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.05075150300601202,0.02995991983967936,0.027104208416833666,0.5340572556762093,17.82572378477782,0.0255836974550303,2.0818868669542474
879,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.03842685370741483,0.03832665330661322,0.027104208416833666,0.7053455019556714,18.40352446932706,0.025631435717125634,3.2637321102381747
880,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.03832665330661322,0.03842685370741483,0.027104208416833666,0.7071895424836602,18.40352446932706,0.025631435717125634,3.283944004079588
878,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02995991983967936,0.05075150300601202,0.027104208416833666,0.9046822742474916,17.82572378477782,0.0255836974550303,9.958782477235166
882,frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.053356713426853705,0.031663326653306616,0.027104208416833666,0.507981220657277,16.043204373922862,0.025414757370452325,1.9680888494546345
877,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.031663326653306616,0.053356713426853705,0.027104208416833666,0.856012658227848,16.043204373922862,0.025414757370452325,6.574489638617891
13,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04864729458917836,0.05511022044088176,0.027004008016032064,0.5550978372811534,10.072502574665291,0.02432304488736993,2.123814759147925
400,frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.045090180360721446,0.042585170340681364,0.026953907815631263,0.5977777777777777,14.037228758169933,0.025033734804277896,2.3803131124126704
399,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.042585170340681364,0.045090180360721446,0.026953907815631263,0.6329411764705882,14.037228758169933,0.025033734804277896,2.6015171368377783
722,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.041182364729458916,0.10465931863727455,0.026853707414829658,0.6520681265206812,6.230387652155479,0.02254358918237276,2.573321818462099
346,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043236472945891787,0.10465931863727455,0.026803607214428857,0.6199304750869061,5.923318469475656,0.022278507415632868,2.3557286829757076
887,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05095190380761523,0.07835671342685371,0.026352705410821645,0.5172074729596854,6.600678491224629,0.02236028168561572,1.90898415976556
240,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03717434869739479,0.051703406813627256,0.026152304609218437,0.7035040431266846,13.606531686830062,0.0242302641354854,3.1983457824740382
239,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.051703406813627256,0.03717434869739479,0.026152304609218437,0.5058139534883721,13.606531686830063,0.0242302641354854,1.9483060238123306
808,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04333667334669339,0.10465931863727455,0.02595190380761523,0.5988439306358381,5.721840524409443,0.021416317103144164,2.231901122128984
402,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05075150300601202,0.09959919839679358,0.025501002004008014,0.5024679170779862,5.044899207684409,0.02044619298717676,1.8097341508413656
54,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.044188376753507015,0.051703406813627256,0.025400801603206413,0.5748299319727891,11.117834730791541,0.02311611198348601,2.2303935871743485
112,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.04173346693386774,0.051703406813627256,0.02530060120240481,0.6062424969987995,11.725387829550424,0.023142838783779984,2.4083264089153915
6,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.037124248496993986,0.11302605210420842,0.024799599198396794,0.6680161943319839,5.910285123610992,0.020603591953445972,2.6717385991495193
334,frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.04634268537074148,0.060170340681362726,0.02469939879759519,0.532972972972973,8.857735670724846,0.02191094363074847,2.012366747383656
609,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03617234468937876,0.051703406813627256,0.02434869739478958,0.6731301939058172,13.019068479031114,0.02247846394191188,2.9011446622057675
794,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.035370741482965935,0.10465931863727455,0.024298597194388778,0.6869688385269122,6.563857356149912,0.02059671949108638,2.860228602000381
202,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.039228456913827654,0.052655310621242485,0.023547094188376753,0.6002554278416348,11.399712977848743,0.02148150760438713,2.3698750536216204
31,frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.044188376753507015,0.04173346693386774,0.022845691382765532,0.5170068027210885,12.388302259679381,0.021001557222661758,1.9840166247988937
30,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.04173346693386774,0.044188376753507015,0.022845691382765532,0.5474189675870348,12.388302259679381,0.021001557222661758,2.1119126847860175
543,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.04148296593186373,0.06613226452905811,0.022695390781563126,0.5471014492753623,8.272837066315327,0.019952028305107207,2.0619799599198396
682,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.043236472945891787,0.0593186372745491,0.02249498997995992,0.5202780996523754,8.770904450220787,0.01993026132425171,1.9608889276136812
142,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03316633266533066,0.10465931863727455,0.022444889779559118,0.676737160120846,6.466095603643889,0.01897372400110843,2.769698743280955
349,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0343687374749499,0.10465931863727455,0.02149298597194389,0.6253644314868805,5.975238895394033,0.01789597732539227,2.389897694221127
421,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.039228456913827654,0.04909819639278557,0.02094188376753507,0.5338441890166029,10.872989808950402,0.019015837285794035,2.0398797595190383
736,frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.037474949899799596,0.10465931863727455,0.020791583166332665,0.5548128342245989,5.3011317238501645,0.01686948044385364,2.0111556446225785
354,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03617234468937876,0.044188376753507015,0.020791583166332665,0.574792243767313,13.007770051695653,0.019193185971140676,2.247869680729537
297,frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03532064128256513,0.10465931863727455,0.020741482965931864,0.5872340425531914,5.6109102390434185,0.017044848715467006,2.1691243311364996
221,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03627254509018036,0.06102204408817635,0.020691382765531063,0.5704419889502763,9.348129802502065,0.01847795791984771,2.1859165275889403
222,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04133266533066132,0.0593186372745491,0.020691382765531063,0.5006060606060606,8.43927108927109,0.018239585383191235,1.883645932641983
223,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.025801603206412827,0.10465931863727455,0.020691382765531063,0.8019417475728156,7.662401762352033,0.017991004554198577,4.520592655900036
864,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03717434869739479,0.044188376753507015,0.020541082164328657,0.5525606469002695,12.504660444591133,0.018898408038521934,2.136181398942463
849,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.03842685370741483,0.09959919839679358,0.020440881763527055,0.5319426336375489,5.340832478574184,0.016613597937357682,1.9236975343444551
848,"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02630260521042084,0.05075150300601202,0.020440881763527055,0.7771428571428572,15.312706247355806,0.019105985016124434,4.259448383947384
847,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.025501002004008014,0.053356713426853705,0.020440881763527055,0.8015717092337918,15.022883865076512,0.019080232107501576,4.770707256096354
592,frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.029809619238476952,0.04899799599198397,0.02034068136272545,0.6823529411764706,13.9261397810658,0.018880069758755988,2.9938951978030137
891,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03617234468937876,0.04173346693386774,0.02034068136272545,0.5623268698060941,13.474242882748666,0.018831084011710797,2.1894570787143905
187,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03717434869739479,0.04173346693386774,0.019789579158316632,0.532345013477089,12.755830094841171,0.01823816470616584,2.049088667248041
642,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.035370741482965935,0.0593186372745491,0.019789579158316632,0.5594900849858356,9.43194433810581,0.01769143497415673,2.135437434354239
481,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03291583166332665,0.04298597194388778,0.01963927855711423,0.5966514459665145,13.880143195211689,0.01822435954072474,2.3726725148410033
616,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.03832665330661322,0.09959919839679358,0.01963927855711423,0.5124183006535948,5.14480346129062,0.015821974610543733,1.8466665233953163
888,frozenset({'JUMBO BAG OWLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03291583166332665,0.10465931863727455,0.01958917835671343,0.5951293759512939,5.686348656767748,0.016144229842450432,2.21142416411771
886,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02625250501002004,0.10465931863727455,0.019539078156312624,0.7442748091603053,7.111405069813161,0.01679150886944229,3.5011829629408067
884,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.03627254509018036,0.05886773547094189,0.019539078156312624,0.5386740331491713,9.150581873751028,0.017403795567086076,2.0400591602366407
885,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.03406813627254509,0.0593186372745491,0.019539078156312624,0.5735294117647058,9.668620826709061,0.017518202738141614,2.205735609149333
856,frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.02565130260521042,0.026953907815631263,0.019438877755511022,0.7578125,28.115125464684013,0.01874747490973932,4.017738703212878
857,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.026953907815631263,0.02565130260521042,0.019438877755511022,0.7211895910780669,28.115125464684013,0.01874747490973932,3.4946639946559785
784,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.03416833667334669,0.057965931863727456,0.019438877755511022,0.5689149560117303,9.81464349351265,0.017458278280006907,2.185262702275299
183,frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03717434869739479,0.03617234468937876,0.018987975951903806,0.5107816711590296,14.120778609881206,0.017643292597218484,1.9701380722878261
182,frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.03617234468937876,0.03717434869739479,0.018987975951903806,0.5249307479224377,14.120778609881206,0.017643292597218484,2.0267058899139387
326,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03406813627254509,0.06102204408817635,0.018937875751503006,0.5558823529411765,9.109533468559839,0.01685896843787776,2.114255000066358
327,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02344689378757515,0.10465931863727455,0.018937875751503006,0.8076923076923076,7.717347276945169,0.016483939823534844,4.65577154308617
498,frozenset({'PACK OF 72 SKULL CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.03321643286573146,0.06613226452905811,0.018687374749498997,0.5625942684766214,8.507107271813155,0.016490696824510744,2.1350148573008085
651,frozenset({'LUNCH BAG ALPHABET DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.03707414829659319,0.05190380761523046,0.018687374749498997,0.504054054054054,9.711311697798184,0.0167630852888141,1.9116925949992627
415,frozenset({'ALARM CLOCK BAKELIKE IVORY'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.028557114228456915,0.052655310621242485,0.018687374749498997,0.6543859649122806,12.427729647620477,0.017183691029353295,2.7410480860197546
192,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.026402805611222446,0.04939879759519038,0.018537074148296594,0.7020872865275143,14.212639187717228,0.01723280729796266,3.1908715520212403
267,frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.03532064128256513,0.0593186372745491,0.018386773547094188,0.5205673758865248,8.775781100249185,0.016291601238549242,1.9620720731403634
304,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.035370741482965935,0.05886773547094189,0.01818637274549098,0.5141643059490084,8.734229401482729,0.01610417729246067,1.9371410459402767
544,frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.03346693386773547,0.05190380761523046,0.01808617234468938,0.5404191616766467,10.411936744272074,0.016349111047746796,2.062958490270443
764,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.03211422845691383,0.05460921843687375,0.01808617234468938,0.5631825273010921,10.312957105440182,0.016332439427954103,2.1642696106498716
762,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.03036072144288577,0.06377755511022044,0.01808617234468938,0.5957095709570958,9.34042657997143,0.01614983975967968,2.315717557564108
757,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.035370741482965935,0.043236472945891787,0.01808617234468938,0.5113314447592068,11.826391236840982,0.01655686623748499,1.9578986959426097
763,"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.027254509018036072,0.07835671342685371,0.01808617234468938,0.6636029411764706,8.468999172559048,0.015950598591973526,2.739748349157331
809,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03416833667334669,0.07835671342685371,0.017935871743486972,0.5249266862170088,6.6991922358641265,0.01525855317850129,1.9400022266755734
861,frozenset({'JUMBO BAG VINTAGE DOILY '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03562124248496994,0.10465931863727455,0.01783567134268537,0.5007032348804501,4.784124733467584,0.014107576375195281,1.793203449151825
210,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.03316633266533066,0.05886773547094189,0.017585170340681362,0.5302114803625378,9.006826508967025,0.015632743442797418,2.00331047947986
378,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.026402805611222446,0.021442885771543085,0.01753507014028056,0.6641366223908919,30.972352763836923,0.016968917795510862,2.9135570576180614
379,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.021442885771543085,0.026402805611222446,0.01753507014028056,0.8177570093457944,30.97235276383692,0.016968917795510862,5.342302553825601
212,frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),0.026402805611222446,0.022394789579158317,0.01748496993987976,0.6622390891840607,29.57112353493032,0.016893684663917014,2.89437048253811
213,frozenset({'SMALL MARSHMALLOWS PINK BOWL'}),frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL'}),0.022394789579158317,0.026402805611222446,0.01748496993987976,0.7807606263982103,29.57112353493032,0.016893684663917014,4.44079536624269
867,frozenset({'JUMBO BAG SPACEBOY DESIGN'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0343687374749499,0.0593186372745491,0.017284569138276553,0.5029154518950437,8.47820305728469,0.015245862466415797,1.8923971109374174
168,frozenset({'JUMBO BAG TOYS '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.026152304609218437,0.10465931863727455,0.017234468937875752,0.6590038314176245,6.296657001003248,0.014497386556680496,2.625661998153611
840,frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.03316633266533066,0.04333667334669339,0.017234468937875752,0.5196374622356497,11.990709533206436,0.01579715041305055,1.9915444095738652
413,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.025501002004008014,0.03832665330661322,0.01718436873747495,0.6738703339882123,17.582290021444077,0.016207000674696086,2.948745382330928
414,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.031663326653306616,0.09959919839679358,0.01718436873747495,0.5427215189873418,5.449055090033874,0.014030726784229784,1.96904258343677
412,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.01963927855711423,0.05075150300601202,0.01718436873747495,0.875,17.24086870681145,0.01618764583274766,7.593987975951904
678,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.030410821643286574,0.046392785571142285,0.017134268537074147,0.5634266886326194,12.144704865126439,0.0157234258095349,2.1843002987106286
729,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.026803607214428857,0.06102204408817635,0.017084168336673346,0.6373831775700934,10.445129905007443,0.015448557435512307,2.5894495175918846
730,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02149298597194389,0.10465931863727455,0.017084168336673346,0.7948717948717948,7.594849701120643,0.014834727069369199,4.364785821643285
454,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.03371743486973948,0.035270541082164326,0.017034068136272545,0.5052005943536404,14.323585033094691,0.0158448359645142,1.9497385160711813
598,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.022845691382765532,0.051703406813627256,0.016833667334669337,0.7368421052631579,14.251325989392084,0.01565246725916763,3.603527054108216
597,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.025400801603206413,0.04173346693386774,0.016833667334669337,0.6627218934911242,15.879866739595245,0.015773603820868187,2.841176212073269
596,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.02530060120240481,0.044188376753507015,0.016833667334669337,0.6653465346534653,15.057048561999055,0.01571567483664724,2.856123489582715
641,frozenset({'SUKI  SHOULDER BAG'}),frozenset({'DOTCOM POSTAGE'}),0.02655310621242485,0.035370741482965935,0.016833667334669337,0.6339622641509434,17.923352397241967,0.01589446427925992,2.6353273557424126
286,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02745490981963928,0.03276553106212425,0.016783567134268536,0.6113138686131386,18.657224491618113,0.015883992433765325,2.4884717792392292
285,frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.03276553106212425,0.02745490981963928,0.016783567134268536,0.5122324159021406,18.657224491618113,0.015883992433765325,1.9938698714042504
